2018-11-11 17:56:58,701 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:10,141 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:04:10.129100'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:04:10.129100')
2018-11-11 18:04:10,143 DEBUG (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:04:10,311 DEBUG (0.114) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-11 18:04:32,369 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:32,369 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:04:32,677 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-11 18:04:32,692 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-11 18:04:34,512 DEBUG (0.002) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:04:34,512 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:04:34,519 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:04:34.506657'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:04:34.506657')
2018-11-11 18:04:34,522 DEBUG (0.003) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:04:34,606 DEBUG (0.043) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-11 18:06:24,299 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:06:24,300 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:06:24,583 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-11 18:06:24,597 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-11 18:08:26,856 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-11 18:08:26,857 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-11 18:08:26,860 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck' AND `django_session`.`expire_date` > '2018-11-11 10:08:26.851687'); args=('4jwgceh0ofd8e9l92ee6mtaf8ey6g3ck', '2018-11-11 10:08:26.851687')
2018-11-11 18:08:26,862 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-11 18:08:26,939 DEBUG (0.034) SELECT `users`.`id`, `users`.`username`, `users`.`sex`, `users`.`city`, `users`.`age`, `users`.`create_time`, `users`.`update_time` FROM `users` ORDER BY `users`.`id` ASC, `users`.`username` ASC; args=()
2018-11-17 19:27:17,390 DEBUG (0.004) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:27:17,391 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:27:19,466 DEBUG (0.014) SHOW FULL TABLES; args=None
2018-11-17 19:27:19,588 DEBUG (0.021) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 19:28:16,879 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:28:16,880 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:28:17,417 DEBUG (0.002) SHOW FULL TABLES; args=None
2018-11-17 19:28:17,445 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 19:35:17,503 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:35:17,506 DEBUG (0.002) SELECT VERSION(); args=None
2018-11-17 19:35:17,536 DEBUG (0.024) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'rkcsx8ctg50y356vyfp6huk4hrgaj7vs' AND `django_session`.`expire_date` > '2018-11-17 11:35:17.496637'); args=('rkcsx8ctg50y356vyfp6huk4hrgaj7vs', '2018-11-17 11:35:17.496637')
2018-11-17 19:35:19,300 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:35:19,302 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 19:35:19,312 DEBUG (0.007) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'monkey'; args=('monkey',)
2018-11-17 19:35:25,439 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:35:25,440 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:35:25,444 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'monkey'; args=('monkey',)
2018-11-17 19:36:45,650 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:36:45,650 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:36:46,185 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-17 19:36:46,210 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 19:39:45,514 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:39:45,515 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:39:45,872 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-17 19:39:45,882 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 19:39:45,888 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'monkey'; args=('monkey',)
2018-11-17 19:39:51,689 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'monkey'; args=('monkey',)
2018-11-17 19:39:56,983 DEBUG (0.007) INSERT INTO `auth_user` (`password`, `last_login`, `is_superuser`, `username`, `first_name`, `last_name`, `email`, `is_staff`, `is_active`, `date_joined`) VALUES ('pbkdf2_sha256$36000$CWxQ7Ibw5aSt$tctYBV8X0cYeLxBLN3G0mPcHAwz8GKTUFmSI0e4CLxk=', NULL, 1, 'monkey', '', '', '', 1, 1, '2018-11-17 11:39:56.927178'); args=['pbkdf2_sha256$36000$CWxQ7Ibw5aSt$tctYBV8X0cYeLxBLN3G0mPcHAwz8GKTUFmSI0e4CLxk=', None, True, 'monkey', '', '', '', True, True, '2018-11-17 11:39:56.927178']
2018-11-17 19:40:05,415 DEBUG (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:40:05,417 DEBUG (0.000) SELECT VERSION(); args=None
2018-11-17 19:40:05,996 DEBUG (0.001) SHOW FULL TABLES; args=None
2018-11-17 19:40:06,030 DEBUG (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-11-17 19:40:12,583 DEBUG (0.007) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:40:12,597 DEBUG (0.009) SELECT VERSION(); args=None
2018-11-17 19:40:12,604 DEBUG (0.004) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'monkey'; args=('monkey',)
2018-11-17 19:40:12,704 DEBUG (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'jxa26fa73u41bxxzcbs9jy547u4qw17x' LIMIT 1; args=('jxa26fa73u41bxxzcbs9jy547u4qw17x',)
2018-11-17 19:40:12,722 DEBUG (0.001) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('jxa26fa73u41bxxzcbs9jy547u4qw17x', 'NzdjOTU4N2RhMWI0MzcxMzQxYjEzYjVjYWM4YWE1MTllODAxMGUzZjp7fQ==', '2018-12-01 11:40:12.719292'); args=('jxa26fa73u41bxxzcbs9jy547u4qw17x', 'NzdjOTU4N2RhMWI0MzcxMzQxYjEzYjVjYWM4YWE1MTllODAxMGUzZjp7fQ==', '2018-12-01 11:40:12.719292')
2018-11-17 19:40:12,744 DEBUG (0.000) UPDATE `auth_user` SET `last_login` = '2018-11-17 11:40:12.742098' WHERE `auth_user`.`id` = 1; args=('2018-11-17 11:40:12.742098', 1)
2018-11-17 19:40:12,752 DEBUG (0.001) UPDATE `django_session` SET `session_data` = 'YTdlODJiNWRhZmFiY2IxMjFlZGRjZmFjM2JlYzJhMGEzY2U5YTc1Yzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiJmMjIwMDNkY2Y1MTRlNjBhM2ZlOWY4N2JjNGMyMDg5M2I2NDJjMDY3In0=', `expire_date` = '2018-12-01 11:40:12.749736' WHERE `django_session`.`session_key` = 'jxa26fa73u41bxxzcbs9jy547u4qw17x'; args=('YTdlODJiNWRhZmFiY2IxMjFlZGRjZmFjM2JlYzJhMGEzY2U5YTc1Yzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiJmMjIwMDNkY2Y1MTRlNjBhM2ZlOWY4N2JjNGMyMDg5M2I2NDJjMDY3In0=', '2018-12-01 11:40:12.749736', 'jxa26fa73u41bxxzcbs9jy547u4qw17x')
2018-11-17 19:40:14,233 DEBUG (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-11-17 19:40:14,234 DEBUG (0.001) SELECT VERSION(); args=None
2018-11-17 19:40:14,238 DEBUG (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'jxa26fa73u41bxxzcbs9jy547u4qw17x' AND `django_session`.`expire_date` > '2018-11-17 11:40:14.229058'); args=('jxa26fa73u41bxxzcbs9jy547u4qw17x', '2018-11-17 11:40:14.229058')
2018-11-17 19:40:14,265 DEBUG (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-11-17 19:40:14,272 DEBUG (0.000) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets`; args=()
2018-11-17 19:40:14,865 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,866 DEBUG (0.000) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,868 DEBUG (0.000) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,870 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,872 DEBUG (0.000) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,875 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,877 DEBUG (0.000) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,879 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,885 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
2018-11-17 19:40:14,887 DEBUG (0.001) SELECT `assets`.`id`, `assets`.`hostname`, `assets`.`cpu_num`, `assets`.`cpu_model`, `assets`.`mem_total`, `assets`.`disk`, `assets`.`public_ip`, `assets`.`private_ip`, `assets`.`remote_ip`, `assets`.`op`, `assets`.`status`, `assets`.`os_system`, `assets`.`service_line`, `assets`.`frame`, `assets`.`remark`, `assets`.`create_time`, `assets`.`update_time` FROM `assets` LIMIT 21; args=()
